"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Lacamas_Above Weir",2025,0.474,0.056,0.366,0.474,0.586
"Olequa_Above Weir",2025,0.468,0.051,0.369,0.468,0.567
"Ostrander_Above Weir",2025,0.38,0.046,0.293,0.38,0.469
"Green",2025,0.477,0.043,0.395,0.477,0.561
"Upper NF Toutle",2025,0.473,0.058,0.36,0.472,0.59
"NF_MS Toutle",2025,0.458,0.051,0.358,0.458,0.559
"SF Toutle",2025,0.439,0.049,0.345,0.439,0.534
"Coweeman",2025,0.427,0.042,0.344,0.427,0.509
"Kalama",2025,0.489,0.049,0.395,0.489,0.586
"Lower Lewis",2025,0.469,0.057,0.359,0.469,0.582
"Upper NF Lewis",2025,0.473,0.056,0.363,0.474,0.583
"Cedar",2025,0.517,0.042,0.433,0.517,0.599
"EF Lewis",2025,0.432,0.046,0.343,0.433,0.524
"Salmon Creek",2025,0.436,0.053,0.334,0.437,0.54
"Washougal",2025,0.433,0.05,0.335,0.433,0.533
"Lower Gorge",2025,0.452,0.045,0.365,0.451,0.543
"Duncan_Above Weir",2025,0.475,0.043,0.39,0.474,0.559
